tsne 1,tsne 2,tsne 3,cluster,color
2.778404844967620,26.004674463810600,21.984864672843200,3,"rgb(131,240,41)"
0.9762760960285480,29.97813080427930,20.77927895475710,3,"rgb(131,240,41)"
0.10171785611444100,30.236468815627500,20.57756358472350,3,"rgb(131,240,41)"
-4.142357282676160,33.196236972960100,17.726989176629900,3,"rgb(131,240,41)"
0.7410341312832680,19.85757058005630,24.866191268068400,3,"rgb(131,240,41)"
0.9642243867122110,19.95935164558510,24.680836803721600,3,"rgb(131,240,41)"
1.0916006984112900,20.03106302958570,24.547194969073000,3,"rgb(131,240,41)"
-1.8358426622291400,29.75321250911730,21.726792410832000,3,"rgb(131,240,41)"
1.8563405837187200,32.62779952045510,16.87576506404520,3,"rgb(131,240,41)"
0.7502066207687920,24.631451438713800,18.6309898299016,3,"rgb(131,240,41)"
1.7018577287773900,24.34964130747640,21.00726255001250,3,"rgb(131,240,41)"
2.132004156836360,22.164151006713700,24.38322302754100,3,"rgb(131,240,41)"
0.192219854604508,28.081693706472600,17.9965973094313,3,"rgb(131,240,41)"
0.3572117860566220,29.75135571190370,20.81769047310880,3,"rgb(131,240,41)"
-3.74193138702285,30.153318305619900,15.62594610051230,3,"rgb(131,240,41)"
2.0889448744161300,28.160860585137600,22.33990061933520,3,"rgb(131,240,41)"
-5.103935117690440,35.954003946215000,18.261139517195500,3,"rgb(131,240,41)"
-3.827932486423000,31.95408076058410,16.075085397820900,3,"rgb(131,240,41)"
2.0364391852173700,21.889693436366700,24.58007703519380,3,"rgb(131,240,41)"
-3.3354165329867000,32.395864960221400,15.669195976889800,3,"rgb(131,240,41)"
2.7106799253600600,26.39830786135970,21.93949425639710,3,"rgb(131,240,41)"
-3.638569970480610,29.693088495208700,18.96184159887160,3,"rgb(131,240,41)"
-3.807331324630800,29.234977183184900,19.691063558534600,3,"rgb(131,240,41)"
-3.633502900201170,31.706112454361400,17.199381690923300,3,"rgb(131,240,41)"
-5.0041400551421900,33.72559448273820,16.898971076422200,3,"rgb(131,240,41)"
-3.3820983024459900,34.45728404638400,19.1117857906323,3,"rgb(131,240,41)"
0.7449524673325810,29.323073124028400,20.888898266228200,3,"rgb(131,240,41)"
-4.543532033517290,30.397344359460900,18.077498238519500,3,"rgb(131,240,41)"
-4.352589325165,31.26240228452650,19.288254971003300,3,"rgb(131,240,41)"
-2.485243190149010,33.57786038323920,13.238017451597800,3,"rgb(131,240,41)"
-3.317215957084440,27.889198362914600,16.114920882369700,3,"rgb(131,240,41)"
-2.6575701316458700,28.667966205714900,16.565354004122400,3,"rgb(131,240,41)"
-3.621237890606770,24.399390382542700,16.9041995486623,3,"rgb(131,240,41)"
-2.0487241436560600,29.05120574799660,17.302072827264800,3,"rgb(131,240,41)"
-3.4860989441453500,32.009415598415800,18.074706062018100,3,"rgb(131,240,41)"
-1.2894493532684400,27.384759715431200,19.82123392951620,3,"rgb(131,240,41)"
-2.378419293919790,29.647861290747000,16.64472533931600,3,"rgb(131,240,41)"
-0.10392347373051200,28.3830108058337,18.05245813364680,3,"rgb(131,240,41)"
-8.595067888783690,30.880651548217600,14.647867314472300,3,"rgb(131,240,41)"
-1.8546270170105200,29.985609263110700,21.426850334548800,3,"rgb(131,240,41)"
-4.070486842253260,29.105021714872100,15.5716354657555,3,"rgb(131,240,41)"
-4.989697450078810,34.935023270724200,16.802873116882300,3,"rgb(131,240,41)"
-5.132540694139800,34.404530761453500,16.359412411889800,3,"rgb(131,240,41)"
-3.1596381456843900,33.51505384293490,16.21633844706760,3,"rgb(131,240,41)"
0.9426877721789230,26.629091413717600,19.69151075813620,3,"rgb(131,240,41)"
-3.1442744150509900,32.7623177121287,16.094177945025300,3,"rgb(131,240,41)"
2.1611291437098600,21.909937227192100,24.58965370573080,3,"rgb(131,240,41)"
2.3107112325052500,28.70622187411920,21.477634805967400,3,"rgb(131,240,41)"
-3.2694010404758700,30.913203270433000,21.085445915396600,3,"rgb(131,240,41)"
-1.1934911113100900,27.303316910743700,19.36552535950790,3,"rgb(131,240,41)"
-2.804877402362520,26.857047083093500,14.368515216901300,3,"rgb(131,240,41)"
-1.4947209854672300,25.610309692998300,20.760201262227800,3,"rgb(131,240,41)"
-0.8251885235652210,32.5489038892845,21.77131072722840,3,"rgb(131,240,41)"
3.216339893617310,23.510947830489800,21.93008089946500,3,"rgb(131,240,41)"
-1.9716646143672500,30.922267828781600,26.724933251559900,3,"rgb(131,240,41)"
0.5728185463630030,27.3811376617736,25.136001720996500,3,"rgb(131,240,41)"
-2.1225017311663700,28.848064202944400,17.343470624501300,3,"rgb(131,240,41)"
-1.5435996178774400,27.910531515410700,18.350999352149100,3,"rgb(131,240,41)"
-4.612436080130210,32.926668259553300,17.766151362105900,3,"rgb(131,240,41)"
3.068757137041750,26.444004696665800,23.8461277007923,3,"rgb(131,240,41)"
-4.364540335415470,30.95208191182910,21.04944566785610,3,"rgb(131,240,41)"
-3.194989260008540,34.26839086281520,13.218934086731100,3,"rgb(131,240,41)"
-3.3273761510923800,33.51856622814670,16.01400135298980,3,"rgb(131,240,41)"
3.381450150479680,23.435523599591400,21.97037873442490,3,"rgb(131,240,41)"
-3.83164277644272,33.94512525518530,18.698872819361100,3,"rgb(131,240,41)"
2.490500860878070,21.423727207643600,21.35193518315180,3,"rgb(131,240,41)"
2.3884177431890800,33.147249192304,16.757252438998500,3,"rgb(131,240,41)"
-7.560511379871260,30.2233676789243,16.535288681684400,3,"rgb(131,240,41)"
-0.02180891248664770,27.77700249001530,18.87002352068900,3,"rgb(131,240,41)"
0.0796311797256986,29.86937481900780,20.74895435518090,3,"rgb(131,240,41)"
1.8923800288315400,32.69634341617880,16.817213746297700,3,"rgb(131,240,41)"
-2.0987682268849100,23.557307853148800,20.310055161527600,3,"rgb(131,240,41)"
-3.648597274784190,31.456834987511800,22.45771561741970,3,"rgb(131,240,41)"
3.9626365559765900,24.954955996541900,20.938929195683900,3,"rgb(131,240,41)"
-1.3567880530389400,25.82194120479620,24.06855972853080,3,"rgb(131,240,41)"
-3.1496804227014700,32.87690829416480,14.928781992824500,3,"rgb(131,240,41)"
-2.4725017416386300,33.83155783121480,16.50037169915490,3,"rgb(131,240,41)"
2.187724425667630,25.059877944542700,18.98442600771580,3,"rgb(131,240,41)"
2.308212394527920,24.36727390679700,22.609827297233700,3,"rgb(131,240,41)"
1.7593485490606500,23.760846315400900,22.623595704970600,3,"rgb(131,240,41)"
